epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,1393.18,0.85685,0.78996,1.48369,0.76836,0.5264,0.58824,0.30851,1.81062,1.8226,2.42632,0.0001784,0.0001784,0.0001784
186,1400.58,1.02972,0.96278,1.58951,0.76726,0.52636,0.58412,0.30678,1.81214,1.83629,2.42193,0.0001685,0.0001685,0.0001685
187,1407.99,0.92392,0.802,1.44523,0.76726,0.52636,0.58412,0.30678,1.81214,1.83629,2.42193,0.0001586,0.0001586,0.0001586
188,1415.32,1.20592,0.94338,1.67684,0.769,0.52415,0.58343,0.3065,1.80998,1.8382,2.41685,0.0001487,0.0001487,0.0001487
189,1422.66,1.01474,0.93113,1.55653,0.769,0.52415,0.58343,0.3065,1.80998,1.8382,2.41685,0.0001388,0.0001388,0.0001388
190,1429.99,0.97887,0.89668,1.55961,0.76109,0.52714,0.58565,0.30737,1.8072,1.84184,2.41384,0.0001289,0.0001289,0.0001289
191,1438.01,0.83069,0.83826,1.40365,0.76109,0.52714,0.58565,0.30737,1.8072,1.84184,2.41384,0.000119,0.000119,0.000119
192,1445.39,0.89239,1.01644,1.41511,0.74576,0.53347,0.58639,0.30722,1.80243,1.84909,2.41299,0.0001091,0.0001091,0.0001091
193,1452.75,0.89593,1.197,1.59173,0.74576,0.53347,0.58639,0.30722,1.80243,1.84909,2.41299,9.92e-05,9.92e-05,9.92e-05
194,1460.14,1.0465,1.0915,1.65353,0.75113,0.5371,0.59081,0.30901,1.79687,1.86747,2.41647,8.93e-05,8.93e-05,8.93e-05
195,1467.53,0.84791,1.05303,1.47456,0.75113,0.5371,0.59081,0.30901,1.79687,1.86747,2.41647,7.94e-05,7.94e-05,7.94e-05
196,1475.01,0.74839,0.80452,1.34723,0.74231,0.53989,0.59115,0.30926,1.79396,1.88837,2.41755,6.95e-05,6.95e-05,6.95e-05
197,1482.44,0.78762,0.84595,1.44992,0.74231,0.53989,0.59115,0.30926,1.79396,1.88837,2.41755,5.96e-05,5.96e-05,5.96e-05
198,1489.86,0.7162,0.82066,1.34058,0.74612,0.53868,0.59174,0.30859,1.79297,1.91221,2.42037,4.97e-05,4.97e-05,4.97e-05
199,1497.2,0.91337,0.98109,1.48991,0.74612,0.53868,0.59174,0.30859,1.79297,1.91221,2.42037,3.98e-05,3.98e-05,3.98e-05
200,1504.61,0.91104,0.97687,1.46715,0.7468,0.53911,0.59146,0.30731,1.79492,1.94276,2.42729,2.99e-05,2.99e-05,2.99e-05
