epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
85,6458.32,0.8654,0.7022,1.09586,0.89947,0.69418,0.79874,0.64357,0.69979,0.59152,0.99751,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,6536.21,0.86163,0.6939,1.0953,0.89978,0.69381,0.79928,0.64348,0.69959,0.59133,0.99739,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,6610.25,0.86477,0.69854,1.09516,0.89954,0.69396,0.79928,0.64335,0.69932,0.59106,0.99722,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,6684.14,0.85538,0.69074,1.08955,0.89943,0.69452,0.7995,0.64341,0.6993,0.59098,0.99716,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,6757.65,0.85662,0.68761,1.09116,0.89937,0.6944,0.79977,0.64343,0.69892,0.59109,0.99684,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,6834.92,0.8515,0.68553,1.08995,0.89883,0.69494,0.79998,0.64374,0.69865,0.59076,0.99667,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,6909.51,0.86001,0.69025,1.09278,0.89736,0.69559,0.79981,0.64367,0.69829,0.59058,0.99644,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,6983.79,0.85668,0.69022,1.0925,0.89749,0.69547,0.79986,0.64398,0.69819,0.59052,0.99643,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,7060.82,0.85114,0.68039,1.08928,0.89775,0.69586,0.79992,0.64405,0.69768,0.59002,0.99621,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,7135.15,0.86147,0.69384,1.09407,0.89718,0.69669,0.80004,0.64404,0.69732,0.58996,0.99604,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,7209.75,0.86115,0.69418,1.09392,0.89757,0.69638,0.80002,0.64452,0.69686,0.59,0.99578,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,7287.92,0.8515,0.68172,1.08732,0.89698,0.69692,0.80008,0.64462,0.69659,0.58966,0.99551,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,7362.33,0.85387,0.68903,1.09066,0.89685,0.69699,0.80001,0.64465,0.69586,0.58942,0.99494,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,7435.98,0.85566,0.68492,1.08957,0.89747,0.69704,0.79913,0.64454,0.69593,0.58967,0.99507,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,7509.16,0.84948,0.68231,1.08604,0.89838,0.69623,0.79942,0.64494,0.69576,0.58952,0.99494,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,7587.54,0.84942,0.68195,1.08733,0.898,0.69699,0.79961,0.64516,0.69535,0.58912,0.99465,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,7661.43,0.84771,0.67895,1.08468,0.89819,0.69692,0.79956,0.64555,0.69535,0.5892,0.99456,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,7735.08,0.85742,0.6869,1.09189,0.89928,0.69676,0.79977,0.64568,0.69507,0.58906,0.99445,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,7812.61,0.84386,0.67943,1.08532,0.89977,0.69645,0.79986,0.64588,0.69452,0.58884,0.99411,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,7886.1,0.85026,0.68028,1.08518,0.89876,0.69616,0.79971,0.64605,0.69423,0.58913,0.99377,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,7960.18,0.85119,0.67811,1.08868,0.89718,0.69689,0.80009,0.64634,0.69389,0.58926,0.99361,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,8036.48,0.84697,0.67863,1.08521,0.89743,0.69692,0.80007,0.64654,0.69372,0.58944,0.99345,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,8110.48,0.84389,0.67849,1.08275,0.89738,0.69669,0.80004,0.64654,0.69342,0.58956,0.9932,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,8185.4,0.84541,0.67578,1.08189,0.89722,0.69707,0.80031,0.64667,0.69319,0.58963,0.99297,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,8259.25,0.84679,0.67771,1.08633,0.89718,0.69676,0.80012,0.64674,0.69269,0.58948,0.9928,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,8335.8,0.84267,0.67649,1.08259,0.89687,0.69737,0.8002,0.64712,0.69227,0.58916,0.99254,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,8409.93,0.84266,0.67441,1.08191,0.89628,0.69737,0.80031,0.64712,0.69186,0.58893,0.99233,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,8483.84,0.84408,0.67542,1.08303,0.89625,0.69711,0.80036,0.64697,0.69149,0.58885,0.99184,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,8560.68,0.83753,0.67087,1.08279,0.89621,0.6975,0.80066,0.64706,0.69134,0.58906,0.99181,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,8634.15,0.84424,0.67555,1.08405,0.89606,0.69753,0.80077,0.64721,0.69134,0.58912,0.99176,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,8708.55,0.84278,0.67277,1.08249,0.89515,0.69744,0.80085,0.64717,0.69096,0.589,0.9914,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,8785.53,0.83772,0.6662,1.07754,0.89461,0.69793,0.8008,0.64726,0.69084,0.58851,0.99126,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,8859.97,0.84167,0.6745,1.08344,0.89517,0.6976,0.80107,0.64739,0.69042,0.58812,0.99105,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,8933.57,0.83939,0.66912,1.08224,0.89536,0.69768,0.80124,0.64754,0.69001,0.58798,0.99083,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,9006.99,0.83813,0.67046,1.08136,0.89423,0.69837,0.80133,0.64749,0.68988,0.58787,0.99065,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
